Roll Number,Name of Category of Admission Test,Marks Obtained
33340,Pre-Medical (PU-M),46
33341,Pre-Medical (PU-M),0
33342,Pre-Medical (PU-M),45
33343,Pre-Medical (PU-M),33
33344,Pre-Medical (PU-M),64
33346,Pre-Medical (PU-M),55
33348,Pre-Medical (PU-M),0
33349,Pre-Medical (PU-M),38
33350,Pre-Medical (PU-M),28
33351,Pre-Medical (PU-M),59
33352,Pre-Medical (PU-M),59
33353,Pre-Medical (PU-M),68
33354,Pre-Medical (PU-M),0
33356,Pre-Medical (PU-M),40
33357,ICS with Physics Combination (PU-CSP),54
33358,ICS with Physics Combination (PU-CSP),60
33359,ICS with Physics Combination (PU-CSP),60
33360,ICS with Physics Combination (PU-CSP),67
33361,ICS with Physics Combination (PU-CSP),64
33362,ICS with Physics Combination (PU-CSP),77
33363,ICS with Physics Combination (PU-CSP),34
33364,ICS with Physics Combination (PU-CSP),51
33365,ICS with Physics Combination (PU-CSP),58
33366,ICS with Physics Combination (PU-CSP),65
33367,ICS with Physics Combination (PU-CSP),57
33368,ICS with Physics Combination (PU-CSP),37
33369,ICS with Physics Combination (PU-CSP),30
33370,ICS with Physics Combination (PU-CSP),60
33371,ICS with Physics Combination (PU-CSP),81
33372,ICS with Physics Combination (PU-CSP),31
33373,ICS with Physics Combination (PU-CSP),45
33374,ICS with Physics Combination (PU-CSP),52
33375,ICS with Physics Combination (PU-CSP),75
33376,ICS with Physics Combination (PU-CSP),55
33377,ICS with Physics Combination (PU-CSP),56
33378,ICS with Physics Combination (PU-CSP),34
33379,ICS with Physics Combination (PU-CSP),57
33380,ICS with Physics Combination (PU-CSP),53
33381,ICS with Physics Combination (PU-CSP),53
33382,ICS with Physics Combination (PU-CSP),78
33383,ICS with Physics Combination (PU-CSP),55
33384,ICS with Physics Combination (PU-CSP),56
33385,ICS with Physics Combination (PU-CSP),86
33386,ICS with Physics Combination (PU-CSP),44
33387,ICS with Physics Combination (PU-CSP),24
33388,ICS with Physics Combination (PU-CSP),46
33389,ICS with Physics Combination (PU-CSP),78
33390,ICS with Statistics Combination (PU-CSS),62
33391,ICS with Statistics Combination (PU-CSS),47
33392,ICS with Statistics Combination (PU-CSS),74
33393,ICS with Statistics Combination (PU-CSS),72
33394,ICS with Statistics Combination (PU-CSS),58
33395,ICS with Statistics Combination (PU-CSS),79
33396,ICS with Statistics Combination (PU-CSS),54
33397,ICS with Statistics Combination (PU-CSS),69
33398,ICS with Statistics Combination (PU-CSS),35
33399,ICS with Statistics Combination (PU-CSS),30
33400,ICS with Statistics Combination (PU-CSS),36
33402,ICS with Statistics Combination (PU-CSS),46
33403,ICS with Statistics Combination (PU-CSS),50
33404,ICS with Statistics Combination (PU-CSS),54
33405,ICS with Statistics Combination (PU-CSS),56
33406,ICS with Statistics Combination (PU-CSS),32
33407,ICS with Statistics Combination (PU-CSS),61
33409,ICS with Statistics Combination (PU-CSS),58
33410,ICS with Statistics Combination (PU-CSS),35
33411,ICS with Statistics Combination (PU-CSS),35
33412,ICS with Statistics Combination (PU-CSS),54
33413,ICS with Statistics Combination (PU-CSS),53
33414,ICS with Statistics Combination (PU-CSS),29
33415,ICS with Statistics Combination (PU-CSS),37
33416,ICS with Statistics Combination (PU-CSS),65
33417,ICS with Statistics Combination (PU-CSS),68
33418,ICS with Statistics Combination (PU-CSS),72
33419,ICS with Statistics Combination (PU-CSS),30
33421,ICS with Statistics Combination (PU-CSS),61
33422,ICS with Statistics Combination (PU-CSS),42
33423,ICS with Statistics Combination (PU-CSS),42
33424,ICS with Statistics Combination (PU-CSS),66
33426,ICS with Statistics Combination (PU-CSS),65
33427,ICS with Statistics Combination (PU-CSS),42
33428,ICS with Statistics Combination (PU-CSS),0
33429,ICS with Statistics Combination (PU-CSS),46
33430,ICS with Statistics Combination (PU-CSS),44
33431,ICS with Statistics Combination (PU-CSS),63
33432,ICS with Statistics Combination (PU-CSS),33
33433,ICS with Statistics Combination (PU-CSS),61
33434,ICS with Statistics Combination (PU-CSS),57
33435,ICS with Statistics Combination (PU-CSS),57
33436,ICS with Statistics Combination (PU-CSS),53
33437,ICS with Statistics Combination (PU-CSS),31
33438,ICS with Statistics Combination (PU-CSS),68
33439,ICS with Statistics Combination (PU-CSS),68
33440,ICS with Statistics Combination (PU-CSS),81
33441,ICS with Statistics Combination (PU-CSS),41
33442,ICS with Statistics Combination (PU-CSS),39
33443,ICS with Statistics Combination (PU-CSS),30
33444,ICS with Statistics Combination (PU-CSS),58
33445,ICS with Statistics Combination (PU-CSS),43
33447,ICS with Statistics Combination (PU-CSS),71
33448,ICS with Statistics Combination (PU-CSS),0
33449,ICS with Statistics Combination (PU-CSS),0
33450,ICS with Statistics Combination (PU-CSS),48
33451,ICS with Statistics Combination (PU-CSS),42
33452,ICS with Statistics Combination (PU-CSS),59
33453,ICS with Statistics Combination (PU-CSS),54
33454,ICS with Statistics Combination (PU-CSS),0
33455,ICS with Statistics Combination (PU-CSS),77
33456,ICS with Statistics Combination (PU-CSS),40
33457,ICS with Statistics Combination (PU-CSS),36
33459,ICS with Statistics Combination (PU-CSS),45
33460,ICS with Statistics Combination (PU-CSS),71
33461,ICS with Statistics Combination (PU-CSS),42
33462,ICS with Statistics Combination (PU-CSS),36
33463,ICS with Statistics Combination (PU-CSS),72
33465,ICS with Statistics Combination (PU-CSS),39
33466,ICS with Statistics Combination (PU-CSS),0
33467,ICS with Statistics Combination (PU-CSS),50
33468,ICS with Statistics Combination (PU-CSS),49
33469,ICS with Statistics Combination (PU-CSS),52
33470,ICS with Statistics Combination (PU-CSS),63
33471,ICS with Statistics Combination (PU-CSS),53
33472,ICS with Statistics Combination (PU-CSS),57
33473,ICS with Statistics Combination (PU-CSS),58
33474,ICS with Statistics Combination (PU-CSS),40
33476,ICS with Statistics Combination (PU-CSS),31
33477,Pre-Medical (PU-M),56
33478,Pre-Medical (PU-M),70
33479,Pre-Medical (PU-M),0
33480,Pre-Medical (PU-M),0
33481,Pre-Medical (PU-M),0
33482,Pre-Medical (PU-M),58
33483,Pre-Medical (PU-M),32
33484,Pre-Medical (PU-M),64
33486,Pre-Medical (PU-M),48
33488,Pre-Medical (PU-M),58
33489,Pre-Medical (PU-M),63
33490,Pre-Medical (PU-M),0
33491,Pre-Medical (PU-M),0
33492,Pre-Medical (PU-M),54
33493,Pre-Medical (PU-M),40
33494,Pre-Medical (PU-M),56
33495,Pre-Medical (PU-M),66
33496,Pre-Medical (PU-M),55
33497,Pre-Medical (PU-M),64
33498,Pre-Medical (PU-M),56
33499,Pre-Medical (PU-M),62
33500,Pre-Medical (PU-M),60
33501,Pre-Medical (PU-M),53
33502,Pre-Medical (PU-M),76
33503,Pre-Medical (PU-M),48
33504,Pre-Medical (PU-M),60
33505,Pre-Medical (PU-M),61
33506,Pre-Medical (PU-M),0
33507,Pre-Medical (PU-M),43
33508,Pre-Medical (PU-M),71
33509,Pre-Medical (PU-M),51
33510,Pre-Medical (PU-M),49
33511,Pre-Medical (PU-M),61
33512,Pre-Medical (PU-M),61
33513,Pre-Medical (PU-M),0
33514,Pre-Medical (PU-M),0
33515,Pre-Medical (PU-M),0
33517,Pre-Medical (PU-M),66
33518,Pre-Medical (PU-M),50
33519,Pre-Medical (PU-M),51
33520,Commerce (PU-COM),51
33521,Commerce (PU-COM),0
33523,Commerce (PU-COM),54
33524,Commerce (PU-COM),36
33525,Commerce (PU-COM),40
33526,Commerce (PU-COM),47
33527,Commerce (PU-COM),44
33528,Commerce (PU-COM),63
33529,Commerce (PU-COM),63
33530,Commerce (PU-COM),49
33531,Commerce (PU-COM),49
33532,Commerce (PU-COM),0
33533,Commerce (PU-COM),23
33534,Commerce (PU-COM),42
33535,"Arts, Humanities & Social Sciences (PU-AHS)",48
33538,Commerce (PU-COM),49
33540,Commerce (PU-COM),51
33542,Commerce (PU-COM),37
33543,Commerce (PU-COM),30
33544,Commerce (PU-COM),40
33545,Commerce (PU-COM),41
33546,Pre-Engineering (PU-E),55
33547,Commerce (PU-COM),0
33548,Commerce (PU-COM),50
33549,Commerce (PU-COM),33
33551,Commerce (PU-COM),49
33552,Commerce (PU-COM),35
33553,Commerce (PU-COM),0
33554,Commerce (PU-COM),41
33556,Commerce (PU-COM),42
33557,Commerce (PU-COM),0
33559,Commerce (PU-COM),40
33560,Commerce (PU-COM),34
33561,Commerce (PU-COM),39
33562,Commerce (PU-COM),50
33563,Commerce (PU-COM),50
33564,Commerce (PU-COM),51
33567,ICS with Physics Combination (PU-CSP),44
33569,ICS with Physics Combination (PU-CSP),49
33570,ICS with Physics Combination (PU-CSP),81
33572,ICS with Physics Combination (PU-CSP),37
33574,ICS with Physics Combination (PU-CSP),69
33575,ICS with Physics Combination (PU-CSP),39
33576,ICS with Physics Combination (PU-CSP),40
33577,ICS with Physics Combination (PU-CSP),42
33578,ICS with Physics Combination (PU-CSP),42
33579,ICS with Physics Combination (PU-CSP),53
33580,ICS with Physics Combination (PU-CSP),40
33581,ICS with Physics Combination (PU-CSP),57
33583,ICS with Physics Combination (PU-CSP),39
33584,ICS with Physics Combination (PU-CSP),58
33585,ICS with Physics Combination (PU-CSP),57
33587,ICS with Physics Combination (PU-CSP),60
33588,ICS with Physics Combination (PU-CSP),80
33589,ICS with Physics Combination (PU-CSP),43
33590,ICS with Physics Combination (PU-CSP),62
33591,ICS with Physics Combination (PU-CSP),47
33592,ICS with Physics Combination (PU-CSP),61
33593,ICS with Physics Combination (PU-CSP),45
33594,ICS with Physics Combination (PU-CSP),49
33596,ICS with Physics Combination (PU-CSP),54
33597,ICS with Physics Combination (PU-CSP),46
33598,ICS with Physics Combination (PU-CSP),65
33599,ICS with Physics Combination (PU-CSP),54
33600,ICS with Physics Combination (PU-CSP),0
33601,ICS with Physics Combination (PU-CSP),64
33602,ICS with Physics Combination (PU-CSP),66
33604,ICS with Physics Combination (PU-CSP),58
33605,ICS with Physics Combination (PU-CSP),0
33606,ICS with Physics Combination (PU-CSP),36
33607,ICS with Physics Combination (PU-CSP),46
33608,ICS with Physics Combination (PU-CSP),43
33610,ICS with Physics Combination (PU-CSP),41
33611,ICS with Physics Combination (PU-CSP),53
33612,ICS with Physics Combination (PU-CSP),49
33613,ICS with Physics Combination (PU-CSP),49
33615,ICS with Physics Combination (PU-CSP),45
33616,ICS with Physics Combination (PU-CSP),52
33617,ICS with Physics Combination (PU-CSP),48
33618,ICS with Physics Combination (PU-CSP),0
33619,ICS with Physics Combination (PU-CSP),45
33620,ICS with Physics Combination (PU-CSP),33
33621,ICS with Physics Combination (PU-CSP),66
33622,ICS with Physics Combination (PU-CSP),0
33623,ICS with Physics Combination (PU-CSP),0
33624,ICS with Physics Combination (PU-CSP),62
33625,Pre-Medical (PU-M),31
33626,Pre-Medical (PU-M),56
33627,Pre-Medical (PU-M),37
33628,Pre-Medical (PU-M),55
33629,Pre-Medical (PU-M),35
33630,Pre-Medical (PU-M),53
33631,Pre-Medical (PU-M),69
33632,Pre-Medical (PU-M),42
33633,Pre-Medical (PU-M),36
33634,Pre-Medical (PU-M),33
33635,Pre-Medical (PU-M),60
33636,Pre-Medical (PU-M),48
33637,Pre-Medical (PU-M),48
33638,Pre-Medical (PU-M),47
33639,Pre-Medical (PU-M),57
33640,Pre-Medical (PU-M),76
33641,Pre-Medical (PU-M),85
33642,Pre-Medical (PU-M),53
33643,Pre-Medical (PU-M),72
33644,Pre-Medical (PU-M),0
33645,Pre-Medical (PU-M),47
33647,Pre-Medical (PU-M),59
33648,Pre-Medical (PU-M),29
33649,Pre-Medical (PU-M),41
33650,Pre-Medical (PU-M),42
33651,Pre-Medical (PU-M),0
33652,Pre-Medical (PU-M),46
33654,Pre-Medical (PU-M),57
33655,Pre-Medical (PU-M),63
33657,Pre-Medical (PU-M),0
33658,Pre-Medical (PU-M),0
33659,Pre-Medical (PU-M),32
33660,Pre-Medical (PU-M),47
33661,Pre-Medical (PU-M),50
33662,Pre-Medical (PU-M),0
33663,Pre-Medical (PU-M),63
33664,Pre-Medical (PU-M),60
33665,Pre-Medical (PU-M),53
33666,Pre-Medical (PU-M),0
33667,ICS with Physics Combination (PU-CSP),53
33668,ICS with Physics Combination (PU-CSP),49
33670,ICS with Physics Combination (PU-CSP),61
33671,ICS with Physics Combination (PU-CSP),59
33672,ICS with Physics Combination (PU-CSP),60
33673,ICS with Physics Combination (PU-CSP),64
33674,ICS with Physics Combination (PU-CSP),64
33675,ICS with Physics Combination (PU-CSP),64
33676,ICS with Physics Combination (PU-CSP),73
33677,ICS with Physics Combination (PU-CSP),67
33678,ICS with Physics Combination (PU-CSP),54
33679,ICS with Physics Combination (PU-CSP),69
33680,ICS with Physics Combination (PU-CSP),72
33681,ICS with Physics Combination (PU-CSP),79
33682,ICS with Physics Combination (PU-CSP),58
33683,ICS with Physics Combination (PU-CSP),62
33684,ICS with Physics Combination (PU-CSP),60
33685,ICS with Physics Combination (PU-CSP),48
33686,ICS with Physics Combination (PU-CSP),54
33687,ICS with Physics Combination (PU-CSP),43
33688,ICS with Physics Combination (PU-CSP),83
33690,ICS with Physics Combination (PU-CSP),37
33691,ICS with Physics Combination (PU-CSP),58
33692,ICS with Physics Combination (PU-CSP),58
33693,ICS with Physics Combination (PU-CSP),51
33694,ICS with Physics Combination (PU-CSP),0
33695,ICS with Physics Combination (PU-CSP),54
33697,ICS with Physics Combination (PU-CSP),52
33698,ICS with Physics Combination (PU-CSP),62
33700,ICS with Physics Combination (PU-CSP),45
33701,ICS with Physics Combination (PU-CSP),54
33702,ICS with Physics Combination (PU-CSP),44
33704,ICS with Physics Combination (PU-CSP),71
33705,ICS with Physics Combination (PU-CSP),55
33706,ICS with Statistics Combination (PU-CSS),58
33707,ICS with Statistics Combination (PU-CSS),43
33708,ICS with Statistics Combination (PU-CSS),44
33710,ICS with Statistics Combination (PU-CSS),36
33712,ICS with Statistics Combination (PU-CSS),64
33713,ICS with Statistics Combination (PU-CSS),73
33715,ICS with Statistics Combination (PU-CSS),65
33716,ICS with Statistics Combination (PU-CSS),55
33718,ICS with Statistics Combination (PU-CSS),0
33719,ICS with Statistics Combination (PU-CSS),39
33720,ICS with Statistics Combination (PU-CSS),45
33721,ICS with Statistics Combination (PU-CSS),34
33722,ICS with Statistics Combination (PU-CSS),63
33723,ICS with Statistics Combination (PU-CSS),57
33724,ICS with Statistics Combination (PU-CSS),26
33725,ICS with Statistics Combination (PU-CSS),71
33726,ICS with Statistics Combination (PU-CSS),74
33728,ICS with Statistics Combination (PU-CSS),37
33729,ICS with Statistics Combination (PU-CSS),55
33731,Pre-Engineering (PU-E),53
33732,Pre-Engineering (PU-E),53
33733,Pre-Engineering (PU-E),57
33735,Pre-Engineering (PU-E),59
33737,Pre-Engineering (PU-E),45
33738,Pre-Engineering (PU-E),81
33739,Pre-Engineering (PU-E),63
33740,Pre-Engineering (PU-E),63
33741,Pre-Engineering (PU-E),63
33742,Pre-Engineering (PU-E),82
33743,Pre-Engineering (PU-E),86
33744,Pre-Engineering (PU-E),44
33745,Pre-Engineering (PU-E),0
33748,Pre-Engineering (PU-E),49
33750,Pre-Engineering (PU-E),68
33751,Pre-Engineering (PU-E),49
33752,Pre-Engineering (PU-E),63
33753,Pre-Engineering (PU-E),0
33754,Pre-Engineering (PU-E),50
33755,Pre-Engineering (PU-E),50
33756,Pre-Engineering (PU-E),72
33757,Pre-Engineering (PU-E),72
33758,Pre-Engineering (PU-E),50
33759,Pre-Engineering (PU-E),65
33760,Pre-Engineering (PU-E),57
33761,Pre-Engineering (PU-E),65
33763,Pre-Engineering (PU-E),80
33764,Pre-Engineering (PU-E),0
33765,Pre-Engineering (PU-E),46
33766,Pre-Engineering (PU-E),41
33767,Pre-Engineering (PU-E),55
33768,Pre-Engineering (PU-E),41
33769,Pre-Engineering (PU-E),46
33770,Pre-Engineering (PU-E),50
33771,Pre-Engineering (PU-E),50
33773,Pre-Engineering (PU-E),48
33774,Pre-Engineering (PU-E),55
33776,Pre-Engineering (PU-E),53
33777,Pre-Engineering (PU-E),72
33778,Pre-Engineering (PU-E),78
33779,Pre-Engineering (PU-E),57
33780,Pre-Engineering (PU-E),71
33782,Pre-Engineering (PU-E),61
33783,Pre-Engineering (PU-E),71
33784,Pre-Engineering (PU-E),72
33785,Pre-Engineering (PU-E),45
33786,Pre-Engineering (PU-E),70
33787,Pre-Engineering (PU-E),70
33788,Pre-Engineering (PU-E),76
33789,Pre-Engineering (PU-E),52
33790,Pre-Medical (PU-M),72
33791,Pre-Medical (PU-M),72
33793,Pre-Medical (PU-M),43
33794,Pre-Medical (PU-M),38
33795,Pre-Medical (PU-M),33
33796,Pre-Medical (PU-M),55
33797,Pre-Medical (PU-M),43
33798,Pre-Medical (PU-M),60
33799,Pre-Medical (PU-M),71
33800,Pre-Medical (PU-M),43
33801,Pre-Medical (PU-M),57
33802,Pre-Medical (PU-M),41
33803,Pre-Medical (PU-M),0
33804,Pre-Medical (PU-M),0
33805,Pre-Medical (PU-M),48
33806,Pre-Medical (PU-M),56
33807,Pre-Medical (PU-M),70
33808,Pre-Medical (PU-M),54
33809,Pre-Medical (PU-M),53
33810,Pre-Medical (PU-M),64
33811,Pre-Medical (PU-M),60
33812,Pre-Medical (PU-M),0
33814,Pre-Medical (PU-M),56
33815,Pre-Medical (PU-M),0
33817,Pre-Medical (PU-M),61
33818,Pre-Medical (PU-M),50
33819,Pre-Medical (PU-M),79
33820,Pre-Medical (PU-M),79
33821,Pre-Medical (PU-M),32
33822,Pre-Medical (PU-M),62
33823,Pre-Medical (PU-M),52
33824,Pre-Medical (PU-M),52
33825,Pre-Medical (PU-M),85
33826,Pre-Medical (PU-M),70
33829,Pre-Medical (PU-M),62
33830,Pre-Medical (PU-M),56
33831,Pre-Medical (PU-M),57
33832,Pre-Medical (PU-M),0
33833,Commerce (PU-COM),37
33834,Commerce (PU-COM),0
33835,Commerce (PU-COM),24
33836,Commerce (PU-COM),44
33837,Commerce (PU-COM),42
33838,Commerce (PU-COM),35
33840,Commerce (PU-COM),57
33841,Commerce (PU-COM),50
33842,Commerce (PU-COM),51
33843,Commerce (PU-COM),28
33844,Commerce (PU-COM),31
33845,Commerce (PU-COM),0
33846,Commerce (PU-COM),35
33847,Commerce (PU-COM),43
33850,Commerce (PU-COM),31
33851,Commerce (PU-COM),31
33852,Commerce (PU-COM),44
33853,Commerce (PU-COM),40
33854,Commerce (PU-COM),45
33855,Commerce (PU-COM),28
33856,Commerce (PU-COM),0
33857,Commerce (PU-COM),41
33858,Commerce (PU-COM),52
33859,Commerce (PU-COM),24
33860,Commerce (PU-COM),58
33865,Commerce (PU-COM),53
33867,Commerce (PU-COM),46
33869,Commerce (PU-COM),0
33870,Commerce (PU-COM),39
33871,Commerce (PU-COM),30
33872,Commerce (PU-COM),0
33873,Commerce (PU-COM),41
33874,Commerce (PU-COM),32
33875,Commerce (PU-COM),51
33876,Commerce (PU-COM),33
33877,Commerce (PU-COM),54
33878,Commerce (PU-COM),40
33879,Commerce (PU-COM),44
33880,ICS with Physics Combination (PU-CSP),47
33881,ICS with Physics Combination (PU-CSP),0
33882,ICS with Physics Combination (PU-CSP),53
33883,ICS with Physics Combination (PU-CSP),69
33884,ICS with Physics Combination (PU-CSP),46
33885,ICS with Physics Combination (PU-CSP),58
33886,ICS with Physics Combination (PU-CSP),0
33888,ICS with Physics Combination (PU-CSP),58
33890,ICS with Physics Combination (PU-CSP),43
33891,ICS with Physics Combination (PU-CSP),84
33892,ICS with Physics Combination (PU-CSP),84
33893,ICS with Physics Combination (PU-CSP),51
33894,ICS with Physics Combination (PU-CSP),51
33895,ICS with Physics Combination (PU-CSP),33
33896,ICS with Physics Combination (PU-CSP),45
33897,ICS with Physics Combination (PU-CSP),59
33898,ICS with Physics Combination (PU-CSP),50
33899,ICS with Physics Combination (PU-CSP),42
33900,ICS with Physics Combination (PU-CSP),49
33903,ICS with Physics Combination (PU-CSP),46
33905,ICS with Physics Combination (PU-CSP),40
33906,ICS with Physics Combination (PU-CSP),45
33907,ICS with Physics Combination (PU-CSP),62
33908,ICS with Physics Combination (PU-CSP),43
33909,ICS with Physics Combination (PU-CSP),43
